全模块合成测试账号；密码统一 123456。学生登录用一卡通号。
账号 | 密码 | 角色 | 姓名/说明 | 场景 | 首次改密
213260864 | 123456 | STUDENT | 杨浩宇 | 普通学生；学籍=ACTIVE | 否
213260865 | 123456 | STUDENT | 赵若宁 | 普通学生；学籍=ACTIVE | 否
213260866 | 123456 | STUDENT | 钱若宁 | 普通学生；学籍=ACTIVE | 否
213260867 | 123456 | STUDENT | 孙若宁 | 普通学生；学籍=ACTIVE | 否
213260868 | 123456 | STUDENT | 李若宁 | 普通学生；学籍=ACTIVE | 否
213260869 | 123456 | STUDENT | 周若宁 | 普通学生；学籍=ACTIVE | 否
213260870 | 123456 | STUDENT | 吴若宁 | 普通学生；学籍=ACTIVE | 否
213260871 | 123456 | STUDENT | 郑若宁 | 普通学生；学籍=ACTIVE | 否
213260872 | 123456 | STUDENT | 王若宁 | 普通学生；学籍=ACTIVE | 否
213260873 | 123456 | STUDENT | 冯若宁 | 普通学生；学籍=ACTIVE | 否
213260874 | 123456 | STUDENT | 陈若宁 | 普通学生；学籍=ACTIVE | 否
213260875 | 123456 | STUDENT | 褚若宁 | 普通学生；学籍=ACTIVE | 否
213260876 | 123456 | STUDENT | 卫若宁 | 普通学生；学籍=ACTIVE | 否
213260877 | 123456 | STUDENT | 蒋若宁 | 普通学生；学籍=ACTIVE | 否
213260878 | 123456 | STUDENT | 沈若宁 | 普通学生；学籍=ACTIVE | 否
213260879 | 123456 | STUDENT | 韩若宁 | 普通学生；学籍=ACTIVE | 否
213260880 | 123456 | STUDENT | 杨若宁 | 普通学生；学籍=ACTIVE | 否
213260881 | 123456 | STUDENT | 赵文博 | 普通学生；学籍=ACTIVE | 否
213260882 | 123456 | STUDENT | 钱文博 | 普通学生；学籍=ACTIVE | 否
213260883 | 123456 | STUDENT | 孙文博 | 普通学生；学籍=ACTIVE | 否
213260884 | 123456 | STUDENT | 李文博 | 普通学生；学籍=ACTIVE | 否
213260885 | 123456 | STUDENT | 周文博 | 普通学生；学籍=ACTIVE | 否
213260886 | 123456 | STUDENT | 吴文博 | 普通学生；学籍=ACTIVE | 否
213260887 | 123456 | STUDENT | 郑文博 | 普通学生；学籍=ACTIVE | 否
213260888 | 123456 | STUDENT | 王文博 | 普通学生；学籍=ACTIVE | 否
213260889 | 123456 | STUDENT | 冯文博 | 普通学生；学籍=ACTIVE | 否
213260890 | 123456 | STUDENT | 陈文博 | 普通学生；学籍=ACTIVE | 否
213260891 | 123456 | STUDENT | 褚文博 | 普通学生；学籍=ACTIVE | 否
213260892 | 123456 | STUDENT | 卫文博 | 普通学生；学籍=ACTIVE | 否
213260893 | 123456 | STUDENT | 蒋文博 | 普通学生；学籍=ACTIVE | 否
213260894 | 123456 | STUDENT | 沈文博 | 普通学生；学籍=ACTIVE | 否
213260895 | 123456 | STUDENT | 韩文博 | 普通学生；学籍=ACTIVE | 否
213260896 | 123456 | STUDENT | 杨文博 | 普通学生；学籍=ACTIVE | 否
213260897 | 123456 | STUDENT | 赵明轩 | 普通学生；学籍=ACTIVE | 否
213260898 | 123456 | STUDENT | 钱明轩 | 普通学生；学籍=ACTIVE | 否
213260899 | 123456 | STUDENT | 孙明轩 | 普通学生；学籍=ACTIVE | 否
213260900 | 123456 | STUDENT | 李明轩 | 普通学生；学籍=ACTIVE | 否
213260901 | 123456 | STUDENT | 周明轩 | 普通学生；学籍=SUSPENDED | 否
213260902 | 123456 | STUDENT | 吴明轩 | 普通学生；学籍=SUSPENDED | 否
213260903 | 123456 | STUDENT | 郑明轩 | 普通学生；学籍=SUSPENDED | 否
213260904 | 123456 | STUDENT | 王明轩 | 普通学生；学籍=SUSPENDED | 否
213260905 | 123456 | STUDENT | 冯明轩 | 普通学生；学籍=SUSPENDED | 否
213260906 | 123456 | STUDENT | 陈明轩 | 普通学生；学籍=SUSPENDED | 否
213260907 | 123456 | STUDENT | 褚明轩 | 普通学生；学籍=SUSPENDED | 否
213260908 | 123456 | STUDENT | 卫明轩 | 普通学生；学籍=SUSPENDED | 否
213260909 | 123456 | STUDENT | 蒋明轩 | 普通学生；学籍=SUSPENDED | 否
213260910 | 123456 | STUDENT | 沈明轩 | 普通学生；学籍=SUSPENDED | 否
213260911 | 123456 | STUDENT | 韩明轩 | 普通学生；学籍=SUSPENDED | 否
213260912 | 123456 | STUDENT | 杨明轩 | 普通学生；学籍=SUSPENDED | 否
213260913 | 123456 | STUDENT | 赵雨桐 | 普通学生；学籍=SUSPENDED | 否
213260914 | 123456 | STUDENT | 钱雨桐 | 普通学生；学籍=SUSPENDED | 否
213260915 | 123456 | STUDENT | 孙雨桐 | 普通学生；学籍=SUSPENDED | 否
213260916 | 123456 | STUDENT | 李雨桐 | 普通学生；学籍=SUSPENDED | 否
213260917 | 123456 | STUDENT | 周雨桐 | 普通学生；学籍=SUSPENDED | 否
213260918 | 123456 | STUDENT | 吴雨桐 | 普通学生；学籍=SUSPENDED | 否
213260919 | 123456 | STUDENT | 郑雨桐 | 普通学生；学籍=SUSPENDED | 否
213260920 | 123456 | STUDENT | 王雨桐 | 普通学生；学籍=SUSPENDED | 否
213260921 | 123456 | STUDENT | 冯雨桐 | 普通学生；学籍=SUSPENDED | 否
213260922 | 123456 | STUDENT | 陈雨桐 | 普通学生；学籍=SUSPENDED | 否
213260923 | 123456 | STUDENT | 褚雨桐 | 普通学生；学籍=SUSPENDED | 否
213260924 | 123456 | STUDENT | 卫雨桐 | 普通学生；学籍=SUSPENDED | 否
213260925 | 123456 | STUDENT | 蒋雨桐 | 普通学生；学籍=SUSPENDED | 否
213260926 | 123456 | STUDENT | 沈雨桐 | 普通学生；学籍=SUSPENDED | 否
213260927 | 123456 | STUDENT | 韩雨桐 | 普通学生；学籍=SUSPENDED | 否
213260928 | 123456 | STUDENT | 杨雨桐 | 普通学生；学籍=SUSPENDED | 否
213260929 | 123456 | STUDENT | 赵子涵 | 普通学生；学籍=SUSPENDED | 否
213260930 | 123456 | STUDENT | 钱子涵 | 普通学生；学籍=SUSPENDED | 否
213260931 | 123456 | STUDENT | 孙子涵 | 普通学生；学籍=GRADUATED | 否
213260932 | 123456 | STUDENT | 李子涵 | 普通学生；学籍=GRADUATED | 否
213260933 | 123456 | STUDENT | 周子涵 | 普通学生；学籍=GRADUATED | 否
213260934 | 123456 | STUDENT | 吴子涵 | 普通学生；学籍=GRADUATED | 否
213260935 | 123456 | STUDENT | 郑子涵 | 普通学生；学籍=GRADUATED | 否
213260936 | 123456 | STUDENT | 王子涵 | 普通学生；学籍=GRADUATED | 否
213260937 | 123456 | STUDENT | 冯子涵 | 普通学生；学籍=GRADUATED | 否
213260938 | 123456 | STUDENT | 陈子涵 | 普通学生；学籍=GRADUATED | 否
213260939 | 123456 | STUDENT | 褚子涵 | 普通学生；学籍=GRADUATED | 否
213260940 | 123456 | STUDENT | 卫子涵 | 普通学生；学籍=GRADUATED | 否
213260941 | 123456 | STUDENT | 蒋子涵 | 普通学生；学籍=GRADUATED | 否
213260942 | 123456 | STUDENT | 沈子涵 | 普通学生；学籍=GRADUATED | 否
213260943 | 123456 | STUDENT | 韩子涵 | 普通学生；学籍=GRADUATED | 否
213260944 | 123456 | STUDENT | 杨子涵 | 普通学生；学籍=GRADUATED | 否
213260945 | 123456 | STUDENT | 赵思远 | 普通学生；学籍=GRADUATED | 否
213260946 | 123456 | STUDENT | 钱思远 | 普通学生；学籍=GRADUATED | 否
213260947 | 123456 | STUDENT | 孙思远 | 普通学生；学籍=GRADUATED | 否
213260948 | 123456 | STUDENT | 李思远 | 普通学生；学籍=GRADUATED | 否
213260949 | 123456 | STUDENT | 周思远 | 普通学生；学籍=GRADUATED | 否
213260950 | 123456 | STUDENT | 吴思远 | 普通学生；学籍=GRADUATED | 否
213260951 | 123456 | STUDENT | 郑思远 | 普通学生；学籍=GRADUATED | 否
213260952 | 123456 | STUDENT | 王思远 | 普通学生；学籍=GRADUATED | 否
213260953 | 123456 | STUDENT | 冯思远 | 普通学生；学籍=GRADUATED | 否
213260954 | 123456 | STUDENT | 陈思远 | 普通学生；学籍=GRADUATED | 否
213260955 | 123456 | STUDENT | 褚思远 | 普通学生；学籍=GRADUATED | 否
213260956 | 123456 | STUDENT | 卫思远 | 普通学生；学籍=GRADUATED | 否
213260957 | 123456 | STUDENT | 蒋思远 | 普通学生；学籍=GRADUATED | 否
213260958 | 123456 | STUDENT | 沈思远 | 普通学生；学籍=GRADUATED | 否
213260959 | 123456 | STUDENT | 韩思远 | 普通学生；学籍=GRADUATED | 否
213260960 | 123456 | STUDENT | 杨思远 | 普通学生；学籍=GRADUATED | 否
213260961 | 123456 | STUDENT | 赵欣然 | 普通学生；学籍=GRADUATED | 否
213260962 | 123456 | STUDENT | 钱欣然 | 普通学生；学籍=GRADUATED | 否
213260963 | 123456 | STUDENT | 孙欣然 | 普通学生；学籍=GRADUATED | 否
213260964 | 123456 | STUDENT | 李欣然 | 普通学生；学籍=GRADUATED | 否
213260965 | 123456 | STUDENT | 周欣然 | 普通学生；学籍=GRADUATED | 否
213260966 | 123456 | STUDENT | 吴欣然 | 普通学生；学籍=GRADUATED | 否
213260967 | 123456 | STUDENT | 郑欣然 | 普通学生；学籍=GRADUATED | 否
213260968 | 123456 | STUDENT | 王欣然 | 普通学生；学籍=GRADUATED | 否
213260969 | 123456 | STUDENT | 冯欣然 | 普通学生；学籍=GRADUATED | 否
213260970 | 123456 | STUDENT | 陈欣然 | 普通学生；学籍=GRADUATED | 否
213260971 | 123456 | STUDENT | 褚欣然 | 普通学生；学籍=WITHDRAWN | 否
213260972 | 123456 | STUDENT | 卫欣然 | 普通学生；学籍=WITHDRAWN | 否
213260973 | 123456 | STUDENT | 蒋欣然 | 普通学生；学籍=WITHDRAWN | 否
213260974 | 123456 | STUDENT | 沈欣然 | 普通学生；学籍=WITHDRAWN | 否
213260975 | 123456 | STUDENT | 韩欣然 | 普通学生；学籍=WITHDRAWN | 否
213260976 | 123456 | STUDENT | 杨欣然 | 普通学生；学籍=WITHDRAWN | 否
213260977 | 123456 | STUDENT | 赵浩宇 | 普通学生；学籍=WITHDRAWN | 否
213260978 | 123456 | STUDENT | 钱浩宇 | 普通学生；学籍=WITHDRAWN | 否
213260979 | 123456 | STUDENT | 孙浩宇 | 普通学生；学籍=WITHDRAWN | 否
213260980 | 123456 | STUDENT | 李浩宇 | 普通学生；学籍=WITHDRAWN | 否
213260981 | 123456 | STUDENT | 周浩宇 | 普通学生；学籍=WITHDRAWN | 否
213260982 | 123456 | STUDENT | 吴浩宇 | 普通学生；学籍=WITHDRAWN | 否
213260983 | 123456 | STUDENT | 郑浩宇 | 普通学生；学籍=WITHDRAWN | 否
213260984 | 123456 | STUDENT | 王浩宇 | 普通学生；学籍=WITHDRAWN | 否
213260985 | 123456 | STUDENT | 冯浩宇 | 普通学生；学籍=WITHDRAWN | 否
213260986 | 123456 | STUDENT | 陈浩宇 | 普通学生；学籍=WITHDRAWN | 否
213260987 | 123456 | STUDENT | 褚浩宇 | 普通学生；学籍=WITHDRAWN | 否
213260988 | 123456 | STUDENT | 卫浩宇 | 普通学生；学籍=WITHDRAWN | 否
213260989 | 123456 | STUDENT | 蒋浩宇 | 普通学生；学籍=WITHDRAWN | 否
213260990 | 123456 | STUDENT | 沈浩宇 | 普通学生；学籍=WITHDRAWN | 否
213260991 | 123456 | STUDENT | 韩浩宇 | 普通学生；学籍=WITHDRAWN | 是
213260992 | 123456 | STUDENT | 杨浩宇 | 普通学生；学籍=WITHDRAWN | 是
213260993 | 123456 | STUDENT | 赵若宁 | 普通学生；学籍=WITHDRAWN | 是
213260994 | 123456 | STUDENT | 钱若宁 | 普通学生；学籍=WITHDRAWN | 是
213260995 | 123456 | STUDENT | 孙若宁 | 普通学生；学籍=WITHDRAWN | 是
213260996 | 123456 | STUDENT | 李若宁 | 普通学生；学籍=WITHDRAWN | 是
213260997 | 123456 | STUDENT | 周若宁 | 普通学生；学籍=WITHDRAWN | 是
213260998 | 123456 | STUDENT | 吴若宁 | 普通学生；学籍=WITHDRAWN | 是
213260999 | 123456 | STUDENT | 郑若宁 | 普通学生；学籍=WITHDRAWN | 是
213261000 | 123456 | STUDENT | 王若宁 | 普通学生；学籍=WITHDRAWN | 是
原有演示账号 ADMIN、TEACHER01、213230001、SHOPOWNER、SHOPDRAFT、SHOPPENDING
在本独立测试库中密码也统一为 123456。
